tourist_id,age,sex,nationality,trip_start,trip_end,itinerary,emergency_contact_hash
5949f03e-becd-4f26-be2f-8ca6f5d5cc07,48,F,Indian,2025-08-13T21:03:52.836239,2025-08-23T21:03:52.836239,"[{'lat': 12.261060536640322, 'lng': 76.67390385038765, 'planned_arrival_iso': '2025-08-14T04:03:52.836239', 'name': 'Chamundi Hills'}, {'lat': 12.313383267247538, 'lng': 76.66178501152798, 'planned_arrival_iso': '2025-08-14T06:03:52.836239', 'name': 'Mysuru Palace'}, {'lat': 12.301278228856278, 'lng': 76.6783799946101, 'planned_arrival_iso': '2025-08-14T13:03:52.836239', 'name': 'Zoo'}, {'lat': 12.425659238204855, 'lng': 76.57936636454909, 'planned_arrival_iso': '2025-08-14T15:03:52.836239', 'name': 'Brindavan Gardens'}]",hash_fda52b6e9cd84b3e
3529881d-7735-406e-82d6-d2351fe20902,64,F,Spanish,2025-09-06T21:03:52.850225,2025-09-08T21:03:52.850225,"[{'lat': 12.300222766005463, 'lng': 76.70480894135027, 'planned_arrival_iso': '2025-09-06T23:03:52.850225', 'name': 'Zoo'}, {'lat': 12.295660593566675, 'lng': 76.65833452364261, 'planned_arrival_iso': '2025-09-07T06:03:52.850225', 'name': 'Mysuru Palace'}, {'lat': 12.276560815193482, 'lng': 76.68785799947582, 'planned_arrival_iso': '2025-09-07T13:03:52.850225', 'name': 'Chamundi Hills'}, {'lat': 12.31533252105623, 'lng': 76.64138609364285, 'planned_arrival_iso': '2025-09-07T19:03:52.850225', 'name': 'Railway Station Area'}, {'lat': 12.427896652708961, 'lng': 76.56853521131738, 'planned_arrival_iso': '2025-09-08T02:03:52.850225', 'name': 'Brindavan Gardens'}, {'lat': 12.321953262161498, 'lng': 76.6689813462724, 'planned_arrival_iso': '2025-09-08T06:03:52.850225', 'name': 'Devaraja Market'}]",hash_715dd25044364f42
07dbe98e-8746-4f07-80e6-fb2a89aa194b,45,M,German,2025-08-13T21:03:52.873223,2025-08-15T21:03:52.873223,"[{'lat': 12.321706420024626, 'lng': 76.66436175966861, 'planned_arrival_iso': '2025-08-14T04:03:52.873223', 'name': 'Devaraja Market'}, {'lat': 12.312911591786083, 'lng': 76.65162607825104, 'planned_arrival_iso': '2025-08-14T10:03:52.873223', 'name': 'Railway Station Area'}, {'lat': 12.325418445698741, 'lng': 76.64199297425216, 'planned_arrival_iso': '2025-08-14T13:03:52.873223', 'name': ""St. Philomena's Church""}, {'lat': 12.25705397167149, 'lng': 76.69160175638945, 'planned_arrival_iso': '2025-08-14T19:03:52.873223', 'name': 'Chamundi Hills'}, {'lat': 12.302063342210868, 'lng': 76.64987105837707, 'planned_arrival_iso': '2025-08-15T00:03:52.873223', 'name': 'Mysuru Palace'}, {'lat': 12.238244481044058, 'lng': 76.75463779682462, 'planned_arrival_iso': '2025-08-15T07:03:52.873223', 'name': 'Outskirts Area'}, {'lat': 12.307071689681951, 'lng': 76.68447066054458, 'planned_arrival_iso': '2025-08-15T09:03:52.873223', 'name': 'Zoo'}, {'lat': 12.409214762047707, 'lng': 76.57414489630186, 'planned_arrival_iso': '2025-08-15T16:03:52.873223', 'name': 'Brindavan Gardens'}]",hash_4c6872dd48064e7e
c89ee57a-0f48-4b2d-8a00-c0fae9a54021,53,F,Canadian,2025-08-11T21:03:52.904231,2025-08-14T21:03:52.904231,"[{'lat': 12.322305998920793, 'lng': 76.65039141480558, 'planned_arrival_iso': '2025-08-12T01:03:52.904231', 'name': 'Railway Station Area'}, {'lat': 12.30208560974202, 'lng': 76.6532801736228, 'planned_arrival_iso': '2025-08-12T08:03:52.904231', 'name': 'Devaraja Market'}, {'lat': 12.280883172197045, 'lng': 76.67232710499852, 'planned_arrival_iso': '2025-08-12T10:03:52.904231', 'name': 'Chamundi Hills'}, {'lat': 12.41840873600459, 'lng': 76.56750629467373, 'planned_arrival_iso': '2025-08-12T17:03:52.904231', 'name': 'Brindavan Gardens'}, {'lat': 12.254720825952742, 'lng': 76.75451990100944, 'planned_arrival_iso': '2025-08-12T23:03:52.904231', 'name': 'Outskirts Area'}, {'lat': 12.308247978454082, 'lng': 76.68111734585798, 'planned_arrival_iso': '2025-08-13T04:03:52.904231', 'name': 'Zoo'}, {'lat': 12.318444823507434, 'lng': 76.6439280233426, 'planned_arrival_iso': '2025-08-13T09:03:52.904231', 'name': 'Mysuru Palace'}, {'lat': 12.334553007660839, 'lng': 76.6530568285816, 'planned_arrival_iso': '2025-08-13T13:03:52.904231', 'name': ""St. Philomena's Church""}]",hash_a1cbf4c297dd4b55
d0330374-292b-4cd1-b364-4edfea10aa0d,35,F,Canadian,2025-08-20T21:03:52.939618,2025-08-30T21:03:52.939618,"[{'lat': 12.255041659107386, 'lng': 76.74391084942052, 'planned_arrival_iso': '2025-08-21T02:03:52.939618', 'name': 'Outskirts Area'}, {'lat': 12.290197148158605, 'lng': 76.64797061997265, 'planned_arrival_iso': '2025-08-21T09:03:52.939618', 'name': 'Devaraja Market'}, {'lat': 12.303221450313735, 'lng': 76.65336455858147, 'planned_arrival_iso': '2025-08-21T12:03:52.939618', 'name': 'Mysuru Palace'}, {'lat': 12.30369760925135, 'lng': 76.6539590825543, 'planned_arrival_iso': '2025-08-21T16:03:52.939618', 'name': 'Railway Station Area'}, {'lat': 12.288889609377517, 'lng': 76.67518333444333, 'planned_arrival_iso': '2025-08-21T21:03:52.939618', 'name': 'Chamundi Hills'}, {'lat': 12.317866985632259, 'lng': 76.64900991621778, 'planned_arrival_iso': '2025-08-22T03:03:52.939618', 'name': ""St. Philomena's Church""}, {'lat': 12.412186494729085, 'lng': 76.58395952506369, 'planned_arrival_iso': '2025-08-22T10:03:52.939618', 'name': 'Brindavan Gardens'}]",hash_7f1405ed43864dd8
c9e8fe8e-8d8d-4a12-bd48-5601851b99a2,30,M,Japanese,2025-08-11T21:03:52.971618,2025-08-20T21:03:52.971618,"[{'lat': 12.436736170115795, 'lng': 76.57403388611439, 'planned_arrival_iso': '2025-08-12T01:03:52.971618', 'name': 'Brindavan Gardens'}, {'lat': 12.240726040990795, 'lng': 76.75447980159296, 'planned_arrival_iso': '2025-08-12T05:03:52.971618', 'name': 'Outskirts Area'}, {'lat': 12.309139071174396, 'lng': 76.68522761056877, 'planned_arrival_iso': '2025-08-12T10:03:52.971618', 'name': 'Zoo'}, {'lat': 12.26607555807936, 'lng': 76.67496614826074, 'planned_arrival_iso': '2025-08-12T12:03:52.971618', 'name': 'Chamundi Hills'}, {'lat': 12.318218514179831, 'lng': 76.63953424785787, 'planned_arrival_iso': '2025-08-12T14:03:52.971618', 'name': ""St. Philomena's Church""}, {'lat': 12.304431533306056, 'lng': 76.66815913387529, 'planned_arrival_iso': '2025-08-12T20:03:52.971618', 'name': 'Devaraja Market'}, {'lat': 12.32423584832409, 'lng': 76.63168620911479, 'planned_arrival_iso': '2025-08-13T03:03:52.971618', 'name': 'Railway Station Area'}]",hash_c592f909b3e34be8
7219ce46-52c3-4a5f-b82b-3fbe006020c3,69,M,French,2025-08-29T21:03:52.993622,2025-09-10T21:03:52.993622,"[{'lat': 12.41050302693797, 'lng': 76.5876120626618, 'planned_arrival_iso': '2025-08-30T02:03:52.993622', 'name': 'Brindavan Gardens'}, {'lat': 12.311465983775086, 'lng': 76.66084746929126, 'planned_arrival_iso': '2025-08-30T08:03:52.993622', 'name': 'Mysuru Palace'}, {'lat': 12.319349388664953, 'lng': 76.64138971987342, 'planned_arrival_iso': '2025-08-30T12:03:52.993622', 'name': 'Railway Station Area'}, {'lat': 12.252364666759311, 'lng': 76.73875692593678, 'planned_arrival_iso': '2025-08-30T18:03:52.993622', 'name': 'Outskirts Area'}, {'lat': 12.297936028582871, 'lng': 76.68348591072348, 'planned_arrival_iso': '2025-08-31T00:03:52.993622', 'name': 'Zoo'}]",hash_5cf0add8a1654de9
eb7b9620-6aec-4e79-a604-04311c2779f1,28,M,British,2025-08-19T21:03:53.006641,2025-09-01T21:03:53.006641,"[{'lat': 12.297985167538124, 'lng': 76.68202467662572, 'planned_arrival_iso': '2025-08-20T02:03:53.006641', 'name': 'Zoo'}, {'lat': 12.300156490129407, 'lng': 76.63823837265092, 'planned_arrival_iso': '2025-08-20T08:03:53.006641', 'name': 'Railway Station Area'}, {'lat': 12.254133487785502, 'lng': 76.75597200370632, 'planned_arrival_iso': '2025-08-20T12:03:53.006641', 'name': 'Outskirts Area'}, {'lat': 12.307920359644383, 'lng': 76.63664801304242, 'planned_arrival_iso': '2025-08-20T16:03:53.006641', 'name': ""St. Philomena's Church""}]",hash_212331e53ee94a66
291f0f7e-75d6-46ec-8f6f-959a0625eca6,69,F,Spanish,2025-08-22T21:03:53.016683,2025-09-05T21:03:53.016683,"[{'lat': 12.245209265558127, 'lng': 76.75342822914119, 'planned_arrival_iso': '2025-08-23T03:03:53.016683', 'name': 'Outskirts Area'}, {'lat': 12.319311848896637, 'lng': 76.64151468902686, 'planned_arrival_iso': '2025-08-23T09:03:53.016683', 'name': 'Railway Station Area'}, {'lat': 12.311869665113475, 'lng': 76.68855927424212, 'planned_arrival_iso': '2025-08-23T12:03:53.016683', 'name': 'Zoo'}, {'lat': 12.418395633235328, 'lng': 76.56003950958304, 'planned_arrival_iso': '2025-08-23T15:03:53.016683', 'name': 'Brindavan Gardens'}]",hash_863f4b9fe0d64982
f2929942-e8d6-4d7e-8b9d-5fc18ecade5b,66,M,Australian,2025-09-08T21:03:53.026718,2025-09-19T21:03:53.026718,"[{'lat': 12.316624468757817, 'lng': 76.63288456236144, 'planned_arrival_iso': '2025-09-09T00:03:53.026718', 'name': 'Mysuru Palace'}, {'lat': 12.317204075792121, 'lng': 76.63195494151482, 'planned_arrival_iso': '2025-09-09T02:03:53.026718', 'name': ""St. Philomena's Church""}, {'lat': 12.242947486898547, 'lng': 76.75570457567805, 'planned_arrival_iso': '2025-09-09T09:03:53.026718', 'name': 'Outskirts Area'}, {'lat': 12.254322291884591, 'lng': 76.66448466623171, 'planned_arrival_iso': '2025-09-09T14:03:53.026718', 'name': 'Chamundi Hills'}, {'lat': 12.300551833805535, 'lng': 76.65027645726079, 'planned_arrival_iso': '2025-09-09T18:03:53.026718', 'name': 'Railway Station Area'}, {'lat': 12.315807702041402, 'lng': 76.68964186336223, 'planned_arrival_iso': '2025-09-09T20:03:53.026718', 'name': 'Zoo'}]",hash_8b85f9bdd7044711
